age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
69,private,hs_grad,married,craft-repair,husband,white,0,0,0,16,united-states,0
73,unknown,hs_grad,married,unknown,husband,white,0,0,0,8,united-states,0
18,unknown,hs_grad,unmarried,unknown,other_relative,white,1,0,0,20,united-states,0
33,self_emp_not_inc,hs_grad,unmarried,prof-specialty,other_relative,white,0,0,0,40,united-states,0
22,local_gov,bachelors,unmarried,adm-clerical,other_relative,white,1,0,0,55,united-states,0
33,private,bachelors,unmarried,tech-support,other_relative,white,1,0,0,45,united-states,1
20,federal_gov,bachelors,unmarried,adm-clerical,other_relative,white,1,0,0,40,united-states,0
28,self_emp_not_inc,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,0
25,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,1,0,0,40,united-states,0
27,private,hs_grad,unmarried,other-service,other_relative,white,0,0,0,48,united-states,0
22,private,hs_grad,unmarried,transport-moving,child,white,0,0,0,40,united-states,0
67,self_emp_not_inc,hs_grad,married,farming-fishing,husband,white,0,0,0,35,united-states,0
31,self_emp_inc,hs_grad,married,exec-managerial,husband,white,0,0,0,40,united-states,0
36,unknown,bachelors,unmarried,unknown,other_relative,white,1,0,0,25,united-states,0
43,federal_gov,bachelors,married,prof-specialty,husband,asian_pac_islander,0,0,0,50,india,1
33,private,bachelors,unmarried,prof-specialty,other_relative,white,1,0,0,40,united-states,0
37,self_emp_not_inc,hs_grad,married,prof-specialty,wife,white,1,0,0,35,united-states,1
27,private,hs_grad,married,transport-moving,husband,black,0,0,0,60,united-states,0
36,private,bachelors,unmarried,transport-moving,other_relative,white,0,0,0,40,united-states,0
33,private,associate,divorced,sales,other_relative,white,1,0,0,45,united-states,0
63,private,bachelors,married,sales,husband,white,0,15024,0,40,iran,1
48,private,bachelors,divorced,other-service,other_relative,white,1,0,0,56,united-states,1
25,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,0,0,0,45,united-states,0
41,self_emp_not_inc,hs_grad,married,other-service,husband,white,0,0,0,10,united-states,0
26,private,hs_grad,unmarried,other-service,other_relative,white,0,0,0,40,united-states,0
23,private,bachelors,unmarried,adm-clerical,child,black,1,0,0,40,united-states,0
33,state_gov,hs_grad,unmarried,other-service,other_relative,black,1,1831,0,40,united-states,0
30,state_gov,master,married,prof-specialty,husband,asian_pac_islander,0,0,0,17,taiwan,0
67,self_emp_not_inc,hs_grad,widowed,other-service,other_relative,white,1,0,0,20,united-states,0
32,private,hs_grad,married,sales,husband,white,0,0,0,55,united-states,1
48,self_emp_not_inc,hs_grad,divorced,craft-repair,other_relative,white,0,0,0,60,united-states,1
51,private,hs_grad,widowed,other-service,other_relative,white,1,0,0,24,united-states,0
39,private,master,unmarried,sales,other_relative,asian_pac_islander,0,0,0,40,china,0
40,self_emp_inc,bachelors,married,prof-specialty,husband,white,0,0,0,60,united-states,0
40,private,hs_grad,married,transport-moving,husband,black,0,0,0,40,united-states,1
19,private,hs_grad,unmarried,machine-op-inspct,other_relative,white,0,0,0,40,mexico,0
28,private,hs_grad,divorced,handlers-cleaners,other_relative,white,1,0,0,36,united-states,0
47,private,bachelors,married,prof-specialty,husband,white,0,0,0,60,united-states,1
20,private,bachelors,unmarried,prof-specialty,other_relative,white,1,0,0,20,united-states,0
41,private,hs_grad,widowed,exec-managerial,other_relative,white,0,914,0,40,united-states,0
29,private,bachelors,married,other-service,wife,amer_indian_eskimo,1,0,0,40,united-states,0
40,private,bachelors,married,exec-managerial,husband,white,0,0,0,50,united-states,1
61,private,hs_grad,widowed,exec-managerial,other_relative,white,1,0,0,40,united-states,0
25,private,hs_grad,unmarried,craft-repair,other_relative,white,0,0,0,40,mexico,0
26,private,hs_grad,married,machine-op-inspct,husband,white,0,0,0,40,united-states,0
43,private,bachelors,unmarried,adm-clerical,other_relative,white,1,0,0,40,united-states,0
17,private,below_hs_grad,unmarried,craft-repair,other_relative,white,0,0,0,45,united-states,0
43,local_gov,master,divorced,prof-specialty,other_relative,black,1,9562,0,40,united-states,1
73,private,hs_grad,married,machine-op-inspct,husband,white,0,3471,0,40,england,0
46,local_gov,bachelors,divorced,machine-op-inspct,child,white,1,0,0,40,united-states,0
19,private,bachelors,unmarried,other-service,child,white,0,0,0,20,united-states,0
37,private,hs_grad,divorced,machine-op-inspct,other_relative,white,0,0,0,40,united-states,0
26,private,bachelors,married,adm-clerical,husband,white,0,0,0,40,united-states,0
47,private,hs_grad,divorced,sales,child,white,0,0,1876,40,united-states,0
47,local_gov,master,unmarried,prof-specialty,other_relative,white,0,0,0,40,united-states,0
29,private,bachelors,unmarried,prof-specialty,other_relative,white,0,0,0,40,united-states,0
29,private,hs_grad,unmarried,adm-clerical,other_relative,white,1,0,0,40,united-states,0
33,private,bachelors,married,exec-managerial,child,white,0,0,0,55,united-states,0
20,private,hs_grad,unmarried,transport-moving,other_relative,white,0,0,0,40,united-states,0
28,private,below_hs_grad,married,craft-repair,wife,other,1,0,0,48,guatemala,0
26,private,bachelors,unmarried,prof-specialty,other_relative,white,0,0,0,45,?,0
41,state_gov,master,married,prof-specialty,husband,white,0,0,0,40,united-states,0
67,unknown,below_hs_grad,married,unknown,husband,white,0,0,0,40,united-states,0
43,private,bachelors,married,sales,husband,white,0,0,0,50,united-states,0
35,private,below_hs_grad,married,handlers-cleaners,husband,white,0,0,0,46,united-states,0
18,private,hs_grad,unmarried,other-service,child,white,1,0,0,25,united-states,0
55,state_gov,bachelors,divorced,adm-clerical,other_relative,white,0,0,0,40,united-states,0
44,private,hs_grad,divorced,machine-op-inspct,child,black,1,0,0,40,united-states,0
64,private,hs_grad,widowed,priv-house-serv,other_relative,white,1,0,0,15,united-states,0
34,self_emp_not_inc,associate,married,craft-repair,husband,white,0,0,0,75,united-states,0
38,private,bachelors,married,sales,husband,white,0,0,0,60,united-states,1
25,private,hs_grad,unmarried,other-service,child,white,1,0,0,8,united-states,0
21,private,bachelors,unmarried,transport-moving,child,black,0,0,0,40,united-states,0
37,private,below_hs_grad,married,other-service,husband,white,0,0,0,53,mexico,0
39,private,bachelors,divorced,sales,other_relative,white,1,0,0,40,united-states,0
34,private,bachelors,divorced,adm-clerical,other_relative,white,1,0,0,50,united-states,0
23,private,bachelors,unmarried,exec-managerial,other_relative,white,1,0,0,45,united-states,0
54,private,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,1
49,self_emp_inc,master,separated,exec-managerial,other_relative,white,0,0,0,70,united-states,1
25,private,hs_grad,married,adm-clerical,wife,white,1,0,0,40,united-states,0
51,private,associate,married,sales,husband,white,0,0,0,50,united-states,0
29,private,hs_grad,unmarried,farming-fishing,other_relative,white,0,0,0,35,united-states,0
27,state_gov,bachelors,married,protective-serv,wife,black,1,0,0,48,united-states,0
53,private,hs_grad,married,priv-house-serv,other_relative,white,1,0,0,40,united-states,0
68,private,bachelors,married,prof-specialty,husband,white,0,0,0,55,united-states,1
56,private,hs_grad,married,sales,husband,white,0,0,0,40,united-states,1
30,private,doctorate,unmarried,prof-specialty,other_relative,white,0,0,0,40,?,0
24,private,hs_grad,divorced,sales,other_relative,amer_indian_eskimo,1,0,0,48,united-states,0
70,unknown,below_hs_grad,widowed,unknown,other_relative,white,1,0,0,25,united-states,0
24,private,bachelors,unmarried,sales,child,white,1,0,0,40,united-states,0
74,unknown,associate,widowed,unknown,other_relative,white,1,0,0,20,united-states,0
23,unknown,bachelors,unmarried,unknown,other_relative,white,1,0,0,25,united-states,0
41,local_gov,master,married,exec-managerial,husband,white,0,0,0,55,united-states,0
45,private,hs_grad,unmarried,sales,child,white,1,0,0,19,united-states,0
35,private,hs_grad,married,machine-op-inspct,husband,white,0,0,0,40,united-states,0
21,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,0,0,0,40,united-states,0
45,private,hs_grad,separated,adm-clerical,other_relative,black,1,0,0,25,united-states,0
18,private,hs_grad,unmarried,sales,other_relative,white,1,0,0,30,united-states,0
49,private,bachelors,unmarried,priv-house-serv,other_relative,white,0,0,0,25,united-states,0
49,private,associate,separated,prof-specialty,child,white,1,0,0,36,united-states,0
45,local_gov,bachelors,married,prof-specialty,husband,white,0,0,0,37,united-states,0
27,private,hs_grad,unmarried,handlers-cleaners,other_relative,asian_pac_islander,0,0,0,40,united-states,0
28,private,bachelors,married,exec-managerial,husband,asian_pac_islander,0,0,0,40,philippines,0
35,private,bachelors,married,prof-specialty,husband,white,0,0,0,45,united-states,1
33,private,bachelors,unmarried,machine-op-inspct,other_relative,white,0,0,0,40,united-states,0
35,private,hs_grad,married,sales,husband,white,0,0,0,35,united-states,0
19,private,hs_grad,unmarried,craft-repair,other_relative,white,0,0,0,40,united-states,0
33,private,bachelors,unmarried,other-service,other_relative,white,1,0,0,28,united-states,0
28,private,hs_grad,divorced,sales,other_relative,amer_indian_eskimo,0,14084,0,40,united-states,1
49,private,bachelors,separated,adm-clerical,other_relative,white,1,0,0,40,united-states,0
61,unknown,hs_grad,married,unknown,husband,white,0,0,2603,32,united-states,0
39,self_emp_inc,bachelors,married,prof-specialty,husband,white,0,0,0,25,united-states,0
22,private,hs_grad,separated,adm-clerical,other_relative,white,1,0,0,40,united-states,0
42,private,below_hs_grad,married,craft-repair,husband,white,0,0,0,40,united-states,0
22,private,bachelors,unmarried,adm-clerical,child,white,0,0,0,40,united-states,0
18,private,hs_grad,unmarried,craft-repair,child,white,0,0,0,40,united-states,0
49,local_gov,below_hs_grad,widowed,handlers-cleaners,other_relative,white,0,0,2231,40,united-states,1
33,self_emp_inc,doctorate,married,prof-specialty,husband,white,0,0,0,40,cuba,1
28,private,hs_grad,married,craft-repair,husband,white,0,0,0,45,united-states,0
42,private,below_hs_grad,separated,prof-specialty,other_relative,white,0,0,0,35,puerto-rico,0
20,private,bachelors,unmarried,other-service,child,white,0,2176,0,25,united-states,0
50,local_gov,bachelors,married,protective-serv,husband,white,0,0,0,48,united-states,0
32,private,bachelors,married,exec-managerial,husband,white,0,0,0,40,united-states,1
31,federal_gov,hs_grad,separated,handlers-cleaners,other_relative,white,1,0,0,40,united-states,0
29,private,associate,unmarried,other-service,other_relative,black,0,0,0,40,united-states,0
46,federal_gov,bachelors,married,other-service,husband,white,0,0,0,40,united-states,0
32,self_emp_inc,doctorate,unmarried,prof-specialty,other_relative,white,0,0,0,77,united-states,0
61,private,hs_grad,widowed,adm-clerical,other_relative,white,1,0,0,24,united-states,0
43,self_emp_not_inc,hs_grad,married,craft-repair,husband,white,0,0,0,55,united-states,0
35,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,1,0,0,40,united-states,0
39,state_gov,bachelors,married,prof-specialty,husband,white,0,0,0,40,united-states,0
18,unknown,hs_grad,unmarried,unknown,child,white,0,0,0,35,united-states,0
42,self_emp_not_inc,bachelors,married,farming-fishing,husband,white,0,0,0,60,united-states,0
23,private,bachelors,unmarried,prof-specialty,other_relative,white,1,0,0,40,united-states,0
32,private,bachelors,married,sales,husband,white,0,0,0,45,united-states,0
52,private,hs_grad,married,transport-moving,husband,white,0,0,0,85,united-states,1
36,private,associate,married,tech-support,husband,white,0,0,0,40,united-states,1
38,private,bachelors,married,prof-specialty,husband,white,0,0,0,50,?,1
50,private,hs_grad,widowed,sales,other_relative,white,1,0,2444,72,united-states,1
23,unknown,associate,unmarried,unknown,child,white,0,0,0,40,united-states,0
71,private,bachelors,married,prof-specialty,husband,white,0,0,0,12,united-states,1
27,private,hs_grad,unmarried,other-service,other_relative,black,1,0,0,30,united-states,0
56,private,hs_grad,married,craft-repair,husband,white,0,0,0,60,united-states,0
28,self_emp_not_inc,bachelors,unmarried,prof-specialty,other_relative,white,0,0,0,40,united-states,0
45,private,hs_grad,married,craft-repair,husband,white,0,0,0,40,united-states,0
28,private,hs_grad,married,machine-op-inspct,wife,white,1,0,0,40,united-states,0
28,local_gov,bachelors,married,protective-serv,husband,white,0,0,0,40,united-states,0
18,private,bachelors,unmarried,machine-op-inspct,other_relative,white,1,0,0,15,united-states,0
62,private,below_hs_grad,divorced,handlers-cleaners,other_relative,white,0,0,0,40,united-states,0
35,private,hs_grad,separated,machine-op-inspct,other_relative,white,1,0,0,40,united-states,0
39,private,below_hs_grad,married,machine-op-inspct,husband,white,0,0,0,60,united-states,0
24,private,bachelors,unmarried,adm-clerical,other_relative,black,0,0,0,20,united-states,0
58,private,below_hs_grad,divorced,farming-fishing,other_relative,black,0,0,0,40,united-states,0
48,private,hs_grad,divorced,sales,other_relative,white,0,0,0,40,united-states,0
57,private,bachelors,married,exec-managerial,husband,white,0,0,0,50,united-states,1
31,private,bachelors,married,sales,husband,white,0,0,0,60,united-states,0
25,private,hs_grad,married,sales,husband,white,0,0,0,40,united-states,0
34,private,bachelors,married,prof-specialty,wife,white,1,15024,0,36,united-states,1
29,self_emp_not_inc,below_hs_grad,married,farming-fishing,husband,white,0,0,0,72,united-states,0
38,private,associate,divorced,exec-managerial,other_relative,black,1,0,0,40,united-states,0
21,private,bachelors,unmarried,other-service,child,white,1,0,0,40,united-states,0
34,self_emp_not_inc,hs_grad,married,farming-fishing,husband,white,0,0,0,70,united-states,0
50,private,bachelors,unmarried,sales,other_relative,white,1,0,0,32,united-states,0
50,private,hs_grad,divorced,prof-specialty,other_relative,black,1,0,0,40,united-states,0
49,federal_gov,associate,divorced,exec-managerial,other_relative,black,1,0,0,45,united-states,0
30,private,bachelors,unmarried,prof-specialty,other_relative,white,0,0,0,70,united-states,0
29,state_gov,master,married,prof-specialty,husband,asian_pac_islander,0,0,0,20,taiwan,0
22,state_gov,bachelors,unmarried,adm-clerical,other_relative,other,0,0,0,20,united-states,0
42,private,hs_grad,married,transport-moving,husband,white,0,0,0,50,united-states,0
19,unknown,bachelors,unmarried,unknown,child,white,0,0,0,40,united-states,0
31,private,bachelors,divorced,other-service,other_relative,white,1,0,0,48,united-states,0
42,self_emp_not_inc,bachelors,married,prof-specialty,husband,white,0,0,0,21,united-states,0
20,private,bachelors,unmarried,other-service,child,white,0,0,0,20,united-states,0
51,unknown,hs_grad,married,unknown,husband,white,0,0,0,40,united-states,0
50,private,below_hs_grad,married,craft-repair,husband,white,0,0,0,40,united-states,1
27,self_emp_inc,below_hs_grad,unmarried,craft-repair,child,white,0,0,0,40,united-states,0
26,private,hs_grad,unmarried,other-service,other_relative,white,0,0,0,40,united-states,0
61,unknown,hs_grad,married,unknown,husband,white,0,0,0,40,united-states,1
20,private,bachelors,unmarried,protective-serv,child,white,0,0,0,40,germany,0
51,private,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,1
52,private,hs_grad,married,machine-op-inspct,husband,white,0,0,0,40,united-states,0
33,private,hs_grad,divorced,adm-clerical,other_relative,white,0,0,0,38,united-states,0
31,private,bachelors,married,adm-clerical,husband,asian_pac_islander,0,0,0,60,india,0
24,private,bachelors,married,other-service,wife,white,1,0,0,40,united-states,0
56,private,bachelors,married,machine-op-inspct,husband,white,0,0,0,40,united-states,0
19,unknown,bachelors,unmarried,unknown,child,white,0,0,0,40,united-states,0
29,private,hs_grad,married,craft-repair,husband,white,0,3942,0,50,united-states,0
18,private,hs_grad,unmarried,sales,other_relative,white,1,1055,0,30,united-states,0
43,private,bachelors,married,machine-op-inspct,husband,black,0,0,0,50,united-states,0
43,state_gov,doctorate,separated,prof-specialty,other_relative,white,0,25236,0,64,united-states,1
21,private,hs_grad,married,adm-clerical,husband,white,0,0,0,40,united-states,0
51,private,hs_grad,married,adm-clerical,wife,white,1,0,0,40,united-states,0
20,unknown,hs_grad,married,unknown,other_relative,white,1,0,0,39,united-states,0
41,private,bachelors,married,transport-moving,husband,white,0,0,0,65,united-states,1
45,state_gov,bachelors,married,prof-specialty,husband,white,0,0,0,40,united-states,1
20,private,hs_grad,unmarried,other-service,other_relative,white,1,0,0,30,united-states,0
28,private,bachelors,married,exec-managerial,wife,white,1,0,0,60,united-states,1
50,local_gov,master,married,prof-specialty,wife,white,1,15024,0,40,united-states,1
47,private,bachelors,divorced,craft-repair,other_relative,white,0,0,0,40,united-states,0
80,self_emp_not_inc,below_hs_grad,widowed,farming-fishing,other_relative,white,0,0,0,35,united-states,0
47,self_emp_not_inc,hs_grad,married,adm-clerical,wife,white,1,0,0,35,iran,0
19,unknown,bachelors,unmarried,unknown,child,white,0,0,0,84,united-states,0
45,private,hs_grad,married,sales,husband,white,0,0,0,50,united-states,0
17,private,hs_grad,unmarried,handlers-cleaners,child,white,0,0,0,12,united-states,0
37,private,hs_grad,married,craft-repair,husband,white,0,0,0,50,united-states,0
27,private,bachelors,unmarried,machine-op-inspct,other_relative,white,1,0,0,40,united-states,0
17,private,hs_grad,unmarried,other-service,child,white,0,0,0,16,united-states,0
18,self_emp_not_inc,hs_grad,unmarried,farming-fishing,child,white,0,0,0,40,united-states,0
57,private,hs_grad,married,handlers-cleaners,husband,white,0,0,0,40,united-states,0
26,private,hs_grad,separated,adm-clerical,other_relative,white,1,0,0,40,united-states,0
26,private,master,unmarried,exec-managerial,child,white,1,0,0,40,united-states,0
36,self_emp_not_inc,bachelors,married,prof-specialty,husband,white,0,0,0,45,united-states,1
51,private,hs_grad,married,farming-fishing,husband,white,0,0,0,80,united-states,1
38,private,bachelors,unmarried,other-service,other_relative,white,0,0,0,40,united-states,0
77,unknown,below_hs_grad,married,unknown,husband,white,0,0,0,20,united-states,0
51,private,hs_grad,unmarried,craft-repair,other_relative,white,0,0,0,40,united-states,1
24,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,0,0,0,40,united-states,0
35,private,hs_grad,divorced,farming-fishing,other_relative,white,0,0,0,65,united-states,0
35,unknown,below_hs_grad,divorced,unknown,other_relative,white,0,0,0,99,united-states,0
51,self_emp_inc,bachelors,married,exec-managerial,husband,white,0,15024,0,40,united-states,1
28,private,bachelors,married,exec-managerial,husband,white,0,0,0,40,united-states,1
37,private,hs_grad,married,transport-moving,husband,white,0,0,0,40,united-states,0
43,private,hs_grad,married,exec-managerial,husband,white,0,0,0,40,united-states,0
23,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,0,0,0,30,united-states,0
42,private,bachelors,married,sales,wife,white,1,0,0,40,puerto-rico,0
58,private,bachelors,married,adm-clerical,wife,white,1,0,0,40,united-states,1
52,local_gov,hs_grad,married,other-service,wife,black,1,0,0,20,united-states,0
29,private,hs_grad,divorced,sales,other_relative,amer_indian_eskimo,1,0,0,50,united-states,0
27,private,bachelors,married,craft-repair,husband,white,0,0,0,60,united-states,0
28,private,bachelors,unmarried,adm-clerical,child,black,1,0,0,40,jamaica,0
59,private,associate,married,craft-repair,husband,white,0,7298,0,20,united-states,1
28,private,hs_grad,unmarried,handlers-cleaners,child,white,0,0,0,40,united-states,0
24,private,bachelors,unmarried,craft-repair,other_relative,white,0,0,0,40,united-states,0
20,private,below_hs_grad,separated,handlers-cleaners,other_relative,white,0,0,0,40,united-states,0
54,private,bachelors,married,exec-managerial,husband,white,0,0,0,40,united-states,1
65,private,hs_grad,divorced,other-service,other_relative,white,0,0,0,25,united-states,0
18,unknown,bachelors,unmarried,unknown,child,white,0,0,0,30,united-states,0
38,private,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,1
29,private,hs_grad,married,machine-op-inspct,husband,white,0,0,0,40,united-states,0
27,private,hs_grad,unmarried,adm-clerical,child,black,1,0,0,40,united-states,0
36,private,master,married,other-service,husband,white,0,0,0,40,united-states,0
55,state_gov,hs_grad,married,protective-serv,husband,white,0,0,0,40,united-states,0
22,private,below_hs_grad,unmarried,machine-op-inspct,other_relative,white,0,0,0,30,mexico,0
28,private,bachelors,unmarried,prof-specialty,other_relative,white,1,0,0,40,united-states,0
20,private,bachelors,unmarried,sales,child,white,1,0,0,30,united-states,0
24,private,bachelors,married,prof-specialty,husband,white,0,3908,0,40,united-states,0
36,private,master,married,exec-managerial,husband,white,0,15024,0,50,united-states,1
68,self_emp_inc,hs_grad,married,sales,husband,white,0,0,0,40,united-states,0
49,self_emp_not_inc,hs_grad,divorced,sales,other_relative,white,0,0,0,50,united-states,1
18,private,below_hs_grad,unmarried,machine-op-inspct,child,white,0,0,0,40,united-states,0
50,self_emp_not_inc,doctorate,divorced,prof-specialty,other_relative,white,1,0,0,60,united-states,1
37,private,hs_grad,separated,priv-house-serv,other_relative,black,1,0,0,40,united-states,0
60,private,master,married,exec-managerial,husband,white,0,0,0,50,united-states,1
43,private,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,0
43,self_emp_inc,doctorate,married,prof-specialty,wife,white,1,0,0,70,united-states,1
17,private,hs_grad,unmarried,priv-house-serv,child,white,1,0,0,9,united-states,0
43,private,bachelors,unmarried,exec-managerial,other_relative,white,1,0,0,50,united-states,0
39,private,bachelors,married,sales,husband,white,0,0,0,26,?,0
21,self_emp_not_inc,bachelors,unmarried,adm-clerical,child,white,1,0,0,15,united-states,0
42,self_emp_not_inc,doctorate,unmarried,prof-specialty,other_relative,white,0,0,0,7,?,0
48,self_emp_not_inc,bachelors,married,farming-fishing,husband,white,0,7298,0,60,united-states,1
56,private,bachelors,unmarried,exec-managerial,other_relative,white,0,14084,0,45,united-states,1
21,private,associate,unmarried,other-service,child,white,1,0,0,30,united-states,0
28,local_gov,associate,married,protective-serv,husband,asian_pac_islander,0,0,0,40,hong,1
39,self_emp_not_inc,hs_grad,married,craft-repair,husband,white,0,0,0,40,united-states,1
40,private,below_hs_grad,married,sales,husband,white,0,4064,0,40,united-states,0
38,local_gov,associate,unmarried,prof-specialty,other_relative,white,0,0,0,40,united-states,0
59,private,bachelors,married,prof-specialty,husband,white,0,0,0,36,united-states,1
51,federal_gov,hs_grad,married,tech-support,husband,white,0,0,0,40,united-states,0
19,private,hs_grad,unmarried,handlers-cleaners,child,white,0,0,0,16,united-states,0
23,private,hs_grad,unmarried,machine-op-inspct,other_relative,white,1,0,0,40,united-states,0
31,private,bachelors,divorced,prof-specialty,other_relative,white,1,0,0,40,united-states,0
42,private,associate,married,prof-specialty,husband,black,0,0,0,40,united-states,0
43,private,hs_grad,married,craft-repair,husband,white,0,0,0,40,united-states,1
45,private,bachelors,married,craft-repair,husband,white,0,0,0,55,united-states,1
34,private,bachelors,married,machine-op-inspct,husband,white,0,0,0,35,united-states,0
21,private,hs_grad,unmarried,machine-op-inspct,child,white,0,0,0,30,united-states,0
34,private,bachelors,married,exec-managerial,husband,white,0,0,0,40,united-states,1
55,self_emp_inc,bachelors,married,sales,husband,white,0,0,0,40,united-states,1
30,private,associate,unmarried,prof-specialty,other_relative,white,1,0,0,40,united-states,0
29,private,hs_grad,married,machine-op-inspct,husband,white,0,3137,0,48,ireland,0
19,private,bachelors,unmarried,adm-clerical,child,white,1,0,0,20,united-states,0
45,self_emp_not_inc,bachelors,divorced,prof-specialty,other_relative,white,0,0,0,35,united-states,0
42,private,bachelors,married,other-service,husband,asian_pac_islander,0,0,0,72,philippines,1
32,private,bachelors,unmarried,sales,other_relative,white,1,0,1590,40,united-states,0
90,self_emp_not_inc,bachelors,married,farming-fishing,husband,white,0,0,0,40,united-states,0
44,state_gov,bachelors,married,protective-serv,husband,white,0,0,0,44,united-states,1
34,self_emp_not_inc,hs_grad,married,prof-specialty,husband,white,0,0,0,40,united-states,1
35,private,hs_grad,separated,other-service,other_relative,white,1,0,0,30,united-states,0
39,self_emp_not_inc,bachelors,unmarried,craft-repair,other_relative,white,0,0,0,25,united-states,0
29,private,bachelors,unmarried,prof-specialty,other_relative,black,0,0,0,40,united-states,0
24,private,hs_grad,unmarried,other-service,other_relative,white,1,0,0,32,united-states,0
49,private,bachelors,married,other-service,husband,white,0,0,0,17,united-states,0
52,self_emp_not_inc,bachelors,married,craft-repair,husband,asian_pac_islander,0,0,0,40,?,1
54,private,bachelors,married,exec-managerial,husband,asian_pac_islander,0,15024,0,60,south,1
31,private,below_hs_grad,divorced,transport-moving,other_relative,white,0,0,0,40,united-states,0
44,private,bachelors,divorced,exec-managerial,other_relative,white,1,0,0,50,united-states,0
18,unknown,bachelors,unmarried,unknown,child,white,1,0,0,30,united-states,0
27,self_emp_not_inc,hs_grad,married,sales,husband,white,0,0,0,40,united-states,0
24,private,hs_grad,unmarried,handlers-cleaners,child,white,0,0,0,40,united-states,0
30,private,hs_grad,married,handlers-cleaners,husband,white,0,0,0,60,united-states,0
27,private,bachelors,divorced,exec-managerial,child,white,1,0,0,40,united-states,0
34,state_gov,bachelors,married,adm-clerical,husband,white,0,0,0,20,italy,0
25,state_gov,bachelors,married,exec-managerial,wife,white,1,0,0,19,united-states,0
39,private,hs_grad,divorced,exec-managerial,other_relative,white,1,0,0,40,united-states,0
28,private,bachelors,married,tech-support,husband,white,0,0,0,40,united-states,1
51,self_emp_not_inc,hs_grad,married,craft-repair,husband,white,0,0,0,70,united-states,0
21,unknown,hs_grad,married,unknown,other_relative,white,1,0,0,35,united-states,0
33,private,bachelors,unmarried,sales,other_relative,asian_pac_islander,0,0,0,26,south,0
27,private,associate,unmarried,handlers-cleaners,child,white,1,0,0,38,united-states,0
29,private,hs_grad,unmarried,exec-managerial,other_relative,white,0,0,0,40,united-states,0
33,state_gov,below_hs_grad,married,handlers-cleaners,husband,white,0,0,0,40,united-states,0
37,private,hs_grad,married,sales,husband,white,0,0,0,50,united-states,1
20,private,hs_grad,unmarried,handlers-cleaners,child,white,0,0,0,40,united-states,0
24,private,bachelors,unmarried,exec-managerial,other_relative,white,1,0,0,40,united-states,0
29,private,hs_grad,unmarried,other-service,child,white,1,0,0,35,united-states,0
31,private,bachelors,married,exec-managerial,husband,white,0,0,2246,45,united-states,1
41,private,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,0
42,self_emp_not_inc,bachelors,married,craft-repair,husband,white,0,0,0,40,united-states,0
20,private,bachelors,unmarried,sales,other_relative,white,1,0,0,30,united-states,0
54,private,below_hs_grad,separated,craft-repair,other_relative,white,0,0,0,40,united-states,0
55,private,bachelors,separated,craft-repair,other_relative,white,1,0,0,55,ireland,0
21,private,hs_grad,married,handlers-cleaners,husband,white,0,0,0,32,united-states,0
52,private,associate,married,exec-managerial,husband,white,0,0,1977,45,united-states,1
19,private,hs_grad,unmarried,adm-clerical,child,white,0,0,0,40,united-states,0
33,private,associate,married,craft-repair,husband,black,0,0,0,40,united-states,0
22,private,hs_grad,separated,other-service,other_relative,black,1,0,0,35,united-states,0
59,private,hs_grad,unmarried,exec-managerial,other_relative,white,1,0,625,38,united-states,0
17,unknown,below_hs_grad,unmarried,unknown,child,white,0,0,0,40,united-states,0
31,private,hs_grad,unmarried,sales,child,white,0,0,0,32,united-states,0
74,self_emp_not_inc,hs_grad,married,sales,husband,white,0,0,0,40,united-states,1
45,private,below_hs_grad,divorced,other-service,other_relative,black,1,0,0,40,united-states,0
36,private,hs_grad,unmarried,adm-clerical,other_relative,white,1,0,0,40,united-states,0
35,self_emp_inc,bachelors,divorced,exec-managerial,other_relative,white,0,0,0,60,united-states,0
45,private,bachelors,divorced,craft-repair,other_relative,white,0,0,0,40,united-states,0
42,self_emp_not_inc,hs_grad,unmarried,farming-fishing,child,white,0,0,0,85,united-states,0
50,state_gov,master,divorced,prof-specialty,other_relative,white,1,0,0,40,united-states,0
39,private,hs_grad,divorced,exec-managerial,other_relative,white,1,0,0,40,united-states,0
44,private,bachelors,separated,exec-managerial,other_relative,white,0,0,1980,45,england,0
52,private,below_hs_grad,married,farming-fishing,husband,white,0,0,0,56,mexico,1
24,private,bachelors,unmarried,prof-specialty,other_relative,white,0,0,0,43,united-states,0
56,self_emp_inc,below_hs_grad,married,transport-moving,husband,white,0,0,0,99,united-states,0
27,private,hs_grad,married,machine-op-inspct,husband,white,0,0,0,50,united-states,1
47,self_emp_inc,bachelors,married,exec-managerial,husband,white,0,0,1902,45,united-states,1
