age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
27,state_gov,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,50,united-states,<=50k
26,private,associate,unmarried,adm-clerical,other_relative,white,female,0,0,45,united-states,<=50k
37,private,bachelors,married,tech-support,husband,white,male,0,0,40,united-states,>50k
25,unknown,bachelors,unmarried,unknown,child,black,male,0,0,40,?,<=50k
41,self_emp_inc,bachelors,married,exec-managerial,husband,white,male,7688,0,40,united-states,>50k
20,private,hs_grad,unmarried,adm-clerical,other_relative,asian_pac_islander,female,0,0,15,united-states,<=50k
46,state_gov,bachelors,married,prof-specialty,husband,white,male,0,0,45,united-states,>50k
42,private,bachelors,married,exec-managerial,wife,white,female,0,0,40,united-states,>50k
49,state_gov,bachelors,married,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
49,state_gov,doctorate,married,prof-specialty,husband,white,male,0,0,45,united-states,>50k
43,self_emp_inc,bachelors,married,prof-specialty,husband,white,male,0,1977,40,united-states,>50k
25,private,hs_grad,unmarried,other-service,child,white,male,0,0,40,el-salvador,<=50k
59,private,hs_grad,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
29,private,doctorate,married,prof-specialty,husband,white,male,0,0,50,united-states,>50k
37,private,below_hs_grad,divorced,exec-managerial,other_relative,white,female,0,0,35,united-states,<=50k
27,unknown,bachelors,unmarried,unknown,other_relative,asian_pac_islander,male,0,0,25,philippines,<=50k
40,self_emp_inc,bachelors,married,sales,husband,white,male,0,0,40,?,>50k
30,self_emp_inc,associate,married,sales,husband,white,male,0,0,35,united-states,<=50k
44,unknown,hs_grad,unmarried,unknown,other_relative,black,female,0,0,40,united-states,<=50k
41,state_gov,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,40,united-states,<=50k
34,private,hs_grad,married,farming-fishing,husband,black,male,0,0,40,united-states,<=50k
37,self_emp_not_inc,hs_grad,unmarried,farming-fishing,other_relative,white,male,0,0,86,united-states,<=50k
49,private,bachelors,married,craft-repair,husband,white,male,0,0,50,canada,<=50k
45,self_emp_not_inc,bachelors,married,exec-managerial,husband,asian_pac_islander,male,0,0,72,?,<=50k
36,private,hs_grad,married,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
45,private,bachelors,married,exec-managerial,husband,white,male,0,0,40,united-states,>50k
42,self_emp_inc,below_hs_grad,divorced,craft-repair,other_relative,white,male,0,0,25,united-states,<=50k
36,private,bachelors,married,sales,husband,white,male,0,0,40,united-states,>50k
37,private,bachelors,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
53,self_emp_not_inc,hs_grad,married,sales,husband,white,male,0,0,35,united-states,<=50k
29,private,hs_grad,divorced,machine-op-inspct,other_relative,white,female,0,0,40,united-states,<=50k
44,private,bachelors,unmarried,exec-managerial,other_relative,white,female,0,0,5,united-states,<=50k
45,private,associate,divorced,other-service,other_relative,white,female,0,0,8,united-states,<=50k
22,private,hs_grad,unmarried,craft-repair,other_relative,white,male,0,0,50,united-states,<=50k
24,private,bachelors,unmarried,machine-op-inspct,child,black,female,0,0,40,united-states,<=50k
18,private,hs_grad,unmarried,other-service,child,white,female,0,0,20,united-states,<=50k
42,private,associate,married,craft-repair,husband,white,male,0,0,50,united-states,>50k
62,state_gov,associate,divorced,adm-clerical,other_relative,black,female,0,0,40,united-states,<=50k
41,self_emp_inc,hs_grad,married,sales,husband,white,male,0,1887,55,united-states,>50k
58,private,below_hs_grad,married,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
52,private,associate,married,exec-managerial,husband,white,male,0,0,55,united-states,>50k
53,state_gov,bachelors,divorced,other-service,other_relative,white,female,0,0,40,united-states,<=50k
62,state_gov,below_hs_grad,widowed,other-service,other_relative,black,female,0,0,35,united-states,<=50k
40,private,bachelors,married,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
27,private,hs_grad,unmarried,handlers-cleaners,child,white,female,0,0,40,united-states,<=50k
30,private,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
31,private,bachelors,married,tech-support,husband,asian_pac_islander,male,0,0,40,united-states,>50k
36,private,hs_grad,married,tech-support,husband,white,male,0,0,50,united-states,<=50k
79,self_emp_not_inc,hs_grad,married,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
56,private,bachelors,widowed,exec-managerial,other_relative,black,female,0,0,32,united-states,<=50k
53,unknown,bachelors,divorced,unknown,other_relative,other,female,0,0,20,united-states,<=50k
34,private,associate,married,craft-repair,husband,white,male,0,0,44,united-states,<=50k
35,private,hs_grad,separated,craft-repair,other_relative,white,male,0,0,50,united-states,<=50k
46,private,associate,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
54,private,hs_grad,widowed,exec-managerial,other_relative,white,female,0,0,45,united-states,<=50k
46,federal_gov,bachelors,divorced,prof-specialty,other_relative,white,male,0,0,40,united-states,<=50k
46,private,master,married,prof-specialty,husband,white,male,0,0,41,united-states,<=50k
27,unknown,bachelors,married,unknown,wife,white,female,0,0,40,united-states,>50k
30,private,hs_grad,unmarried,protective-serv,other_relative,white,male,0,0,99,united-states,<=50k
17,private,below_hs_grad,unmarried,other-service,child,white,female,0,0,12,united-states,<=50k
40,private,hs_grad,married,adm-clerical,husband,white,male,0,0,40,mexico,<=50k
34,federal_gov,bachelors,married,protective-serv,husband,white,male,7298,0,54,united-states,>50k
41,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
39,private,hs_grad,divorced,tech-support,other_relative,white,female,0,0,50,united-states,<=50k
44,self_emp_not_inc,below_hs_grad,married,other-service,husband,white,male,0,0,70,united-states,<=50k
52,private,below_hs_grad,married,craft-repair,husband,other,male,0,0,50,puerto-rico,<=50k
65,self_emp_inc,bachelors,married,sales,husband,white,male,0,0,35,united-states,>50k
41,self_emp_not_inc,bachelors,married,farming-fishing,husband,white,male,5013,0,70,united-states,<=50k
54,private,bachelors,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
30,private,hs_grad,married,craft-repair,husband,white,male,0,0,35,united-states,<=50k
37,private,associate,unmarried,craft-repair,other_relative,white,male,0,0,45,united-states,<=50k
56,private,hs_grad,married,sales,wife,white,female,0,0,35,united-states,<=50k
50,state_gov,hs_grad,married,craft-repair,husband,white,male,0,1977,35,united-states,>50k
51,self_emp_not_inc,master,married,prof-specialty,wife,white,female,0,0,30,united-states,>50k
33,private,hs_grad,divorced,transport-moving,other_relative,white,male,0,0,45,united-states,<=50k
37,state_gov,associate,unmarried,protective-serv,other_relative,white,male,4650,0,40,united-states,<=50k
32,private,bachelors,married,sales,husband,white,male,0,1902,40,united-states,>50k
35,private,hs_grad,separated,other-service,other_relative,white,male,0,0,20,united-states,<=50k
59,self_emp_not_inc,below_hs_grad,married,transport-moving,husband,white,male,0,0,40,united-states,<=50k
26,private,bachelors,unmarried,adm-clerical,child,white,male,0,0,24,united-states,<=50k
34,private,bachelors,divorced,prof-specialty,other_relative,black,male,0,0,40,germany,>50k
19,private,hs_grad,unmarried,farming-fishing,child,white,male,0,0,45,united-states,<=50k
44,private,hs_grad,unmarried,craft-repair,other_relative,white,male,0,0,30,united-states,<=50k
36,state_gov,hs_grad,married,exec-managerial,husband,white,male,0,0,60,united-states,>50k
33,self_emp_inc,doctorate,married,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
43,private,associate,married,adm-clerical,wife,white,female,0,0,40,united-states,>50k
35,self_emp_not_inc,below_hs_grad,married,farming-fishing,husband,white,male,0,0,75,united-states,<=50k
34,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
22,private,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,55,united-states,<=50k
24,private,hs_grad,separated,other-service,other_relative,white,female,0,0,25,united-states,<=50k
46,private,associate,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
47,private,master,married,exec-managerial,husband,white,male,15024,0,55,united-states,>50k
41,private,hs_grad,married,handlers-cleaners,husband,white,male,0,0,40,united-states,>50k
17,private,hs_grad,unmarried,other-service,child,white,female,0,0,15,united-states,<=50k
36,state_gov,doctorate,married,prof-specialty,husband,white,male,0,1887,50,united-states,>50k
30,unknown,bachelors,unmarried,unknown,other_relative,white,female,0,0,40,united-states,<=50k
26,private,bachelors,unmarried,adm-clerical,child,white,male,0,0,25,united-states,<=50k
35,private,hs_grad,divorced,exec-managerial,other_relative,white,male,0,0,50,united-states,<=50k
62,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
44,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,>50k
52,private,below_hs_grad,unmarried,handlers-cleaners,other_relative,white,male,0,0,50,united-states,<=50k
64,state_gov,hs_grad,widowed,exec-managerial,other_relative,white,male,0,0,40,united-states,<=50k
53,private,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
30,self_emp_not_inc,hs_grad,married,sales,husband,white,male,0,0,50,united-states,<=50k
59,unknown,bachelors,married,unknown,husband,white,male,0,0,40,united-states,>50k
66,self_emp_inc,hs_grad,married,sales,husband,white,male,0,1825,10,united-states,>50k
47,private,bachelors,married,craft-repair,husband,white,male,0,1485,47,united-states,<=50k
75,private,below_hs_grad,widowed,priv-house-serv,other_relative,white,female,0,0,70,united-states,<=50k
27,state_gov,master,unmarried,exec-managerial,other_relative,white,male,0,0,40,scotland,<=50k
28,private,bachelors,married,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
30,private,hs_grad,married,sales,husband,white,male,0,0,40,united-states,<=50k
33,private,associate,married,protective-serv,husband,white,male,0,0,40,united-states,<=50k
59,state_gov,bachelors,widowed,other-service,other_relative,white,female,0,0,40,poland,<=50k
41,self_emp_not_inc,hs_grad,married,other-service,husband,white,male,0,0,60,united-states,<=50k
29,private,hs_grad,married,farming-fishing,husband,white,male,0,0,60,united-states,<=50k
19,private,hs_grad,unmarried,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
38,self_emp_inc,bachelors,married,prof-specialty,husband,asian_pac_islander,male,0,0,40,united-states,>50k
63,self_emp_inc,bachelors,married,exec-managerial,husband,white,male,0,0,45,united-states,>50k
25,private,bachelors,married,sales,husband,white,male,0,0,25,el-salvador,<=50k
58,state_gov,master,widowed,prof-specialty,other_relative,white,male,0,0,35,united-states,>50k
46,federal_gov,bachelors,married,exec-managerial,husband,white,male,0,0,48,united-states,>50k
37,private,bachelors,married,craft-repair,husband,asian_pac_islander,male,0,0,40,hong,<=50k
18,private,hs_grad,unmarried,handlers-cleaners,child,white,male,0,0,25,united-states,<=50k
56,state_gov,hs_grad,married,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
49,federal_gov,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
38,private,hs_grad,married,adm-clerical,wife,white,female,0,0,32,united-states,<=50k
55,self_emp_not_inc,hs_grad,married,sales,husband,white,male,0,0,50,united-states,>50k
65,private,below_hs_grad,divorced,handlers-cleaners,other_relative,white,female,0,0,28,united-states,<=50k
32,private,associate,married,craft-repair,husband,white,male,0,0,55,united-states,>50k
60,self_emp_inc,bachelors,married,prof-specialty,husband,white,male,0,2415,80,united-states,>50k
40,private,hs_grad,married,exec-managerial,husband,white,male,7688,0,50,united-states,>50k
54,private,hs_grad,married,transport-moving,husband,white,male,0,2051,50,united-states,<=50k
23,private,bachelors,unmarried,farming-fishing,other_relative,white,male,0,0,40,united-states,<=50k
26,private,hs_grad,unmarried,adm-clerical,other_relative,white,male,0,0,53,united-states,<=50k
40,state_gov,bachelors,married,prof-specialty,husband,white,male,0,0,35,united-states,<=50k
33,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
23,private,hs_grad,unmarried,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
18,private,hs_grad,unmarried,sales,child,white,female,0,0,40,united-states,<=50k
38,private,associate,married,sales,husband,white,male,0,0,40,united-states,>50k
38,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
41,private,bachelors,married,prof-specialty,husband,white,male,0,0,40,germany,<=50k
29,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
22,unknown,bachelors,unmarried,unknown,child,white,female,0,0,40,italy,<=50k
21,private,bachelors,unmarried,exec-managerial,other_relative,white,female,0,0,38,united-states,<=50k
28,private,hs_grad,unmarried,transport-moving,other_relative,white,male,0,0,50,united-states,<=50k
59,private,hs_grad,married,adm-clerical,husband,white,male,0,0,45,united-states,>50k
29,private,hs_grad,unmarried,other-service,other_relative,black,female,0,0,40,united-states,<=50k
36,self_emp_inc,associate,married,exec-managerial,husband,white,male,0,0,40,united-states,>50k
35,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
34,private,doctorate,married,prof-specialty,husband,white,male,0,0,50,united-states,>50k
35,private,associate,divorced,craft-repair,other_relative,white,male,0,0,45,united-states,>50k
57,self_emp_inc,bachelors,married,prof-specialty,husband,white,male,0,0,45,united-states,>50k
33,self_emp_not_inc,bachelors,married,exec-managerial,husband,white,male,0,0,40,united-states,>50k
56,private,hs_grad,married,craft-repair,husband,white,male,2885,0,45,united-states,<=50k
45,private,bachelors,divorced,adm-clerical,other_relative,white,female,0,0,48,united-states,<=50k
20,private,below_hs_grad,unmarried,farming-fishing,other_relative,white,male,0,0,30,el-salvador,<=50k
58,private,bachelors,married,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
34,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,>50k
27,private,hs_grad,married,machine-op-inspct,husband,asian_pac_islander,male,2885,0,40,laos,<=50k
21,private,bachelors,unmarried,sales,child,white,female,0,0,20,united-states,<=50k
48,self_emp_not_inc,bachelors,married,exec-managerial,husband,white,male,99999,0,50,united-states,>50k
41,private,bachelors,divorced,exec-managerial,other_relative,white,female,0,0,55,united-states,<=50k
42,private,hs_grad,married,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
52,federal_gov,bachelors,divorced,exec-managerial,other_relative,white,female,0,0,40,united-states,<=50k
41,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
36,state_gov,hs_grad,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
46,private,hs_grad,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
29,private,associate,married,exec-managerial,husband,white,male,0,0,60,united-states,>50k
26,private,below_hs_grad,married,handlers-cleaners,husband,other,male,0,0,40,mexico,<=50k
23,private,associate,unmarried,other-service,child,white,female,0,0,15,united-states,<=50k
49,private,bachelors,married,adm-clerical,wife,white,female,0,0,40,united-states,>50k
38,private,hs_grad,married,craft-repair,husband,black,male,0,0,40,united-states,<=50k
52,private,hs_grad,married,adm-clerical,husband,white,male,0,0,48,united-states,<=50k
49,private,master,married,sales,husband,white,male,0,0,40,united-states,>50k
20,private,hs_grad,divorced,other-service,other_relative,white,female,0,0,10,united-states,<=50k
32,private,bachelors,married,sales,husband,black,male,0,0,65,united-states,<=50k
36,private,master,married,exec-managerial,husband,asian_pac_islander,male,0,0,40,taiwan,>50k
29,private,bachelors,married,craft-repair,husband,white,male,0,0,60,united-states,<=50k
28,self_emp_not_inc,hs_grad,divorced,farming-fishing,other_relative,white,male,0,0,40,united-states,<=50k
25,private,below_hs_grad,unmarried,farming-fishing,other_relative,white,male,0,0,45,mexico,<=50k
29,private,bachelors,married,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
26,private,hs_grad,unmarried,craft-repair,child,white,male,0,0,40,united-states,<=50k
32,self_emp_inc,bachelors,married,sales,husband,white,male,0,0,40,united-states,<=50k
29,private,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,40,united-states,<=50k
31,private,below_hs_grad,unmarried,machine-op-inspct,other_relative,white,male,0,0,40,united-states,<=50k
27,private,bachelors,divorced,adm-clerical,other_relative,black,female,0,0,36,united-states,<=50k
70,self_emp_not_inc,hs_grad,widowed,other-service,other_relative,white,female,2329,0,20,united-states,<=50k
38,private,master,married,prof-specialty,husband,white,male,99999,0,65,united-states,>50k
25,state_gov,bachelors,unmarried,protective-serv,child,white,male,0,0,40,united-states,<=50k
51,federal_gov,bachelors,married,protective-serv,husband,asian_pac_islander,male,0,0,70,?,<=50k
56,private,bachelors,married,sales,husband,white,male,0,0,40,united-states,>50k
42,private,bachelors,married,exec-managerial,husband,white,male,0,0,40,united-states,>50k
35,self_emp_not_inc,bachelors,married,prof-specialty,husband,white,male,0,0,50,united-states,>50k
72,self_emp_not_inc,hs_grad,married,sales,husband,white,male,0,0,30,united-states,<=50k
34,private,bachelors,unmarried,adm-clerical,other_relative,white,female,0,0,38,united-states,<=50k
29,private,associate,married,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k
43,private,hs_grad,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
34,unknown,hs_grad,married,unknown,husband,black,male,0,0,10,united-states,<=50k
32,state_gov,bachelors,divorced,protective-serv,other_relative,white,female,0,1726,38,united-states,<=50k
26,private,associate,divorced,prof-specialty,other_relative,white,female,0,0,45,united-states,<=50k
61,self_emp_not_inc,below_hs_grad,married,sales,husband,white,male,0,0,30,united-states,>50k
61,self_emp_not_inc,hs_grad,married,sales,husband,asian_pac_islander,male,0,0,63,south,<=50k
37,private,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
57,private,below_hs_grad,married,other-service,husband,white,male,0,0,40,italy,<=50k
39,private,hs_grad,married,transport-moving,husband,white,male,15024,0,70,united-states,>50k
19,private,bachelors,unmarried,sales,child,white,female,0,0,20,united-states,<=50k
19,private,hs_grad,unmarried,machine-op-inspct,child,black,female,0,0,20,united-states,<=50k
29,private,hs_grad,unmarried,craft-repair,other_relative,white,female,0,0,42,united-states,<=50k
52,private,hs_grad,divorced,craft-repair,other_relative,white,male,3325,0,40,united-states,<=50k
23,private,bachelors,unmarried,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
36,private,hs_grad,married,craft-repair,husband,other,male,0,0,40,united-states,<=50k
38,private,hs_grad,divorced,other-service,other_relative,white,female,0,0,48,united-states,<=50k
47,self_emp_not_inc,bachelors,unmarried,farming-fishing,other_relative,white,male,0,0,60,united-states,<=50k
41,private,bachelors,married,exec-managerial,husband,white,male,0,0,60,united-states,>50k
17,private,hs_grad,unmarried,other-service,child,white,male,0,0,12,united-states,<=50k
47,self_emp_not_inc,bachelors,married,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
34,private,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,>50k
43,private,hs_grad,divorced,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
34,private,hs_grad,married,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
28,private,associate,married,sales,husband,white,male,0,0,40,united-states,<=50k
45,private,bachelors,married,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
57,self_emp_not_inc,bachelors,separated,sales,other_relative,white,male,0,0,35,united-states,<=50k
25,private,bachelors,married,exec-managerial,wife,other,female,0,0,40,united-states,<=50k
39,private,bachelors,divorced,exec-managerial,other_relative,white,male,0,0,55,united-states,<=50k
60,private,hs_grad,divorced,tech-support,other_relative,white,female,2597,0,40,united-states,<=50k
34,private,associate,divorced,sales,other_relative,white,male,0,0,40,united-states,<=50k
23,private,bachelors,unmarried,sales,child,white,female,0,0,35,united-states,<=50k
24,private,associate,unmarried,sales,child,white,female,0,0,37,united-states,<=50k
43,private,hs_grad,unmarried,other-service,other_relative,black,female,0,0,45,united-states,<=50k
48,private,hs_grad,divorced,exec-managerial,other_relative,white,female,0,0,40,united-states,<=50k
51,private,associate,married,other-service,husband,white,male,0,0,50,germany,>50k
24,private,bachelors,unmarried,sales,child,white,male,0,1762,40,united-states,<=50k
55,self_emp_not_inc,master,married,prof-specialty,husband,white,male,0,0,55,united-states,>50k
63,unknown,bachelors,married,unknown,husband,white,male,0,0,40,united-states,<=50k
42,private,hs_grad,married,prof-specialty,wife,white,female,0,0,40,united-states,<=50k
44,private,hs_grad,married,transport-moving,husband,white,male,0,0,65,united-states,>50k
23,private,bachelors,unmarried,other-service,child,white,male,0,0,40,united-states,<=50k
18,private,hs_grad,unmarried,other-service,child,white,male,0,0,10,united-states,<=50k
23,private,hs_grad,unmarried,other-service,child,black,male,0,0,25,united-states,<=50k
45,private,hs_grad,married,transport-moving,husband,black,male,0,0,24,united-states,<=50k
47,private,associate,married,prof-specialty,husband,white,male,0,0,40,united-states,>50k
24,private,bachelors,unmarried,prof-specialty,child,white,male,0,0,20,united-states,<=50k
29,private,master,married,exec-managerial,husband,asian_pac_islander,male,0,0,40,japan,<=50k
21,private,bachelors,unmarried,other-service,other_relative,white,female,0,0,30,united-states,<=50k
43,private,bachelors,married,exec-managerial,husband,white,male,15024,0,50,united-states,>50k
29,private,associate,married,craft-repair,husband,white,male,0,0,50,united-states,<=50k
25,private,hs_grad,unmarried,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
17,private,hs_grad,unmarried,handlers-cleaners,child,white,male,0,0,25,united-states,<=50k
24,state_gov,hs_grad,unmarried,other-service,child,white,male,0,0,40,united-states,<=50k
31,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
50,self_emp_not_inc,below_hs_grad,married,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
39,private,hs_grad,married,machine-op-inspct,wife,white,female,0,0,40,united-states,>50k
23,private,hs_grad,married,machine-op-inspct,husband,other,male,0,0,40,mexico,<=50k
18,private,bachelors,unmarried,other-service,child,white,female,0,0,25,united-states,<=50k
34,state_gov,bachelors,married,other-service,wife,white,female,0,0,40,united-states,<=50k
62,private,hs_grad,married,sales,husband,white,male,0,0,16,united-states,<=50k
35,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
36,private,bachelors,married,sales,husband,white,male,0,0,45,united-states,<=50k
21,private,bachelors,unmarried,other-service,child,white,female,0,0,40,united-states,<=50k
60,unknown,master,married,unknown,husband,white,male,0,0,40,united-states,<=50k
32,private,bachelors,unmarried,sales,other_relative,white,female,0,0,40,united-states,<=50k
30,state_gov,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
31,private,hs_grad,divorced,other-service,other_relative,white,female,0,0,40,united-states,<=50k
46,private,bachelors,divorced,sales,other_relative,white,male,0,0,50,united-states,<=50k
33,federal_gov,bachelors,married,exec-managerial,wife,black,female,0,0,40,united-states,>50k
25,private,below_hs_grad,unmarried,priv-house-serv,other_relative,white,female,0,0,40,guatemala,<=50k
22,unknown,bachelors,unmarried,unknown,other_relative,asian_pac_islander,female,0,0,12,thailand,<=50k
39,private,below_hs_grad,separated,craft-repair,child,white,male,0,0,35,mexico,<=50k
21,private,bachelors,unmarried,adm-clerical,child,white,female,0,0,8,united-states,<=50k
49,private,hs_grad,divorced,other-service,other_relative,white,female,0,0,40,united-states,<=50k
44,private,associate,unmarried,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
61,private,associate,married,craft-repair,husband,asian_pac_islander,male,0,0,40,united-states,>50k
33,private,bachelors,unmarried,exec-managerial,other_relative,white,male,0,0,45,united-states,<=50k
41,private,bachelors,divorced,sales,child,white,male,2174,0,45,united-states,<=50k
18,private,hs_grad,unmarried,craft-repair,child,white,male,0,0,30,united-states,<=50k
60,self_emp_inc,bachelors,married,exec-managerial,husband,white,male,7298,0,60,united-states,>50k
18,private,hs_grad,unmarried,adm-clerical,child,white,female,0,0,20,united-states,<=50k
31,private,hs_grad,married,craft-repair,husband,white,male,0,0,51,united-states,<=50k
25,state_gov,hs_grad,divorced,tech-support,other_relative,white,female,0,0,40,united-states,<=50k
20,private,hs_grad,unmarried,other-service,child,black,male,0,0,40,united-states,<=50k
34,private,hs_grad,married,exec-managerial,husband,white,male,0,0,60,united-states,>50k
25,private,below_hs_grad,unmarried,transport-moving,other_relative,white,male,2597,0,50,united-states,<=50k
31,private,bachelors,married,prof-specialty,husband,white,male,0,0,50,united-states,<=50k
38,private,hs_grad,married,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k
44,self_emp_not_inc,hs_grad,married,farming-fishing,husband,white,male,0,0,50,united-states,<=50k
23,private,below_hs_grad,unmarried,farming-fishing,other_relative,white,male,0,0,70,united-states,<=50k
34,state_gov,bachelors,unmarried,protective-serv,other_relative,white,male,0,0,50,united-states,>50k
24,private,hs_grad,married,machine-op-inspct,husband,white,male,0,1579,50,united-states,<=50k
55,private,hs_grad,widowed,adm-clerical,child,white,female,0,0,40,united-states,<=50k
20,private,bachelors,unmarried,sales,child,white,female,0,0,30,united-states,<=50k
35,private,bachelors,married,exec-managerial,husband,white,male,0,0,60,united-states,<=50k
36,federal_gov,bachelors,married,prof-specialty,husband,asian_pac_islander,male,0,0,40,united-states,<=50k
32,private,hs_grad,married,exec-managerial,husband,white,male,0,0,40,ireland,<=50k
45,self_emp_inc,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,?,>50k
57,self_emp_inc,bachelors,married,sales,wife,white,female,0,0,40,united-states,>50k
62,unknown,associate,married,unknown,husband,white,male,0,0,40,canada,<=50k
37,private,bachelors,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
32,private,bachelors,married,transport-moving,husband,white,male,0,0,60,united-states,<=50k
54,self_emp_not_inc,bachelors,married,craft-repair,husband,white,male,0,1579,48,united-states,<=50k
48,self_emp_inc,hs_grad,divorced,sales,other_relative,asian_pac_islander,female,0,0,84,?,<=50k
46,federal_gov,master,unmarried,prof-specialty,other_relative,white,female,0,0,40,united-states,<=50k
51,private,below_hs_grad,separated,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
42,private,hs_grad,divorced,machine-op-inspct,other_relative,white,male,0,0,55,united-states,<=50k
71,state_gov,master,widowed,exec-managerial,other_relative,white,male,2050,0,20,united-states,<=50k
20,private,hs_grad,unmarried,handlers-cleaners,child,white,male,0,0,40,united-states,<=50k
60,self_emp_not_inc,hs_grad,divorced,sales,other_relative,black,male,2597,0,55,united-states,<=50k
62,self_emp_inc,hs_grad,married,exec-managerial,husband,black,male,20051,0,72,united-states,>50k
51,private,master,married,prof-specialty,wife,white,female,99999,0,50,united-states,>50k
35,state_gov,hs_grad,unmarried,other-service,other_relative,black,female,0,0,40,united-states,<=50k
35,private,bachelors,unmarried,adm-clerical,child,white,female,0,0,40,united-states,<=50k
23,unknown,hs_grad,unmarried,unknown,other_relative,black,female,0,0,40,united-states,<=50k
34,private,bachelors,unmarried,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
65,unknown,below_hs_grad,married,unknown,husband,black,male,0,0,30,united-states,<=50k
19,private,bachelors,separated,sales,child,white,female,0,1602,40,united-states,<=50k
30,private,doctorate,married,prof-specialty,husband,white,male,5178,0,75,united-states,>50k
52,federal_gov,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
25,state_gov,bachelors,unmarried,prof-specialty,other_relative,black,female,0,0,40,united-states,<=50k
26,private,hs_grad,unmarried,other-service,other_relative,asian_pac_islander,male,0,0,60,?,<=50k
20,private,bachelors,unmarried,transport-moving,other_relative,white,male,0,0,32,united-states,<=50k
43,federal_gov,hs_grad,divorced,adm-clerical,other_relative,white,male,0,0,40,united-states,<=50k
60,unknown,hs_grad,married,unknown,husband,white,male,0,0,32,united-states,<=50k
28,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,male,0,0,42,united-states,<=50k
58,state_gov,bachelors,married,adm-clerical,wife,black,female,0,0,55,united-states,<=50k
42,self_emp_inc,bachelors,married,exec-managerial,husband,asian_pac_islander,male,0,0,60,taiwan,<=50k
40,private,hs_grad,unmarried,craft-repair,child,white,male,0,0,28,united-states,<=50k
27,private,hs_grad,married,adm-clerical,wife,white,female,0,0,34,united-states,<=50k
